点赞数,评论数,转发数,发布时间,微博内容
1,0,1,2022-5-12 11:51,【第一报道｜同法国总统马克龙通电话，习主席谈到这些】国家主席习近平5月10日下午同法国总统马克龙通电话。习近平指出—— 第一报道｜同法国总统马克龙通电话，习主席谈到这些 
1,0,1,2022-5-12 10:29,【济南海关助力“齐鲁号”中欧班列累计发行突破5000列】近日，在济南海关所属泉城海关监管下，一列满载空调配件、太阳能设备等货物的中欧班列从济南南站缓缓驶出，16天左右到达匈牙利布达佩斯，其中部分货物将继续运输至塞尔维亚兹雷尼亚宁。至此，“齐鲁号”累计开行量突破5000列。从2019年开始，“齐鲁号”中欧班列用三年半的时间，从年度开行1000列跃升至1800列。（海关总署）
2,0,1,2022-5-11 19:29,【#今年二连浩特铁路口岸出入境中欧班列突破1000列#】记者9日从中国铁路呼和浩特局集团有限公司获悉，9日上午，满载着电子产品和机械配件的中欧班列经二连浩特铁路口岸驶出，开往俄罗斯沃尔西诺，这是今年经二连浩特铁路口岸出入境的第1000列中欧班列，较去年提前21天。（新华社） 
2,0,3,2022-5-11 17:28,【#东莞港开通首条远洋集装箱班轮航线#】近日，集装箱船舶“AMO”（安姆）轮装载近700个标准集装箱在东莞港7号泊位启航，标志着“东莞港-利物浦港”集装箱班轮航线正式开通。据悉，该航线为东莞港开通的首条远洋集装箱班轮航线，拟投入7-10艘1500-2000个标准集装箱运力的班轮。此航线被船公司命名为“中国快线”，具有挂港少、船舶航速快等特点。集装箱货物由东莞港发运到英国利物浦港全程仅需28天，是目前华南地区至欧洲最快的海运通道之一。（海关总署网站）
8,1,6,2022-5-11 15:28,【#全国首趟中越班列中药材进口专列经凭祥铁路口岸入境#】5月8日凌晨，在凭祥海关监管下，一列从越南同登开来的进口中药材专列驶抵凭祥铁路口岸，班列共装载中药材鸡血藤12柜，总重120余吨、货值65万元。这是我国开行的首趟中越班列“中药材进口专列”。广西作为开展中国—东盟传统医药交流合作的重要门户，已成为东盟中药材进口的主通道。近年来，从广西各口岸进口的东盟中药材品种和数量显著增长。凭祥铁路口岸作为广西东盟中药材进口的主要口岸， 2022年截至目前，已累计进口东盟中药材1590.4吨。（海关总署网站）
4,0,4,2022-5-11 13:28,【首趟陆海新通道国际联运班列（俄罗斯—重庆—广西）在重庆开行】9日上午，首趟陆海新通道国际联运班列（俄罗斯—重庆—广西）从重庆江津小南垭铁路物流中心缓缓驶出，这趟班列装载25个集装箱，货值超400万人民币，全部为俄罗斯本地生产的日用品。（央视新闻） 
4,0,4,2022-5-11 11:27,【中欧班列（渝新欧）首发跨“两海”线路】5月10日上午，中欧班列（渝新欧）跨越里海、黑海的新线路在重庆成功开行。10日10时，一列满载96个标箱家居家电、服装等货物的中欧班列（渝新欧）从重庆团结村车站驶出，将经由霍尔果斯口岸出境，途经哈萨克斯坦、阿塞拜疆、格鲁吉亚、罗马尼亚等国家，跨越里海、黑海，通过铁海联运方式，最终运达欧洲国家。（新华社）
5,0,4,2022-5-11 10:30,【#中非清洁能源合作风头正劲#】近段时间以来，中非清洁能源合作接连取得新进展。日前，中国企业以联合体模式签订埃塞俄比亚图鲁莫耶一期地热电站项目合同，这是埃塞俄比亚首个地热电站项目，建成后将有效优化当地的电力供应结构；3月底，中企承建的尼日利亚宗盖鲁水电站首台机组正式并网发电；3月16日，中企总承包的马里古伊那水电站首台机组正式并网发电，向马里、塞内加尔、毛里塔尼亚三国输送电力，助力当地逐步摆脱“电荒”……（人民日报海外版）
2,0,4,2022-5-11 10:14,【外汇局：#4月跨境资金总体延续净流入态势#】《中国证券报》9日刊发文章《外汇局：4月跨境资金总体延续净流入态势》。文章称，国家外汇管理局5月7日发布的数据显示，截至2022年4月末，我国外汇储备规模为31197亿美元。国家外汇局副局长、新闻发言人王春英在答记者问时表示，4月，我国跨境资金总体延续净流入态势，境内外汇市场供求保持基本平衡。（新华社）
3,0,2,2022-5-10 17:08,【第四届英国“中国旅游文化周”在伦敦启动】当地时间5月6日，2022年英国第四届“一带一路，民心相通——中国旅游文化周”活动在伦敦通过网络平台启动。本届活动紧扣“一带一路，民心相通”主题，通过多个项目弘扬“和平合作、开放包容、互学互鉴、互利共赢”的“丝路精神”。据主办方介绍，本届“中国旅游文化周”分为“名作与共享”“城镇与乡村”“节日与庆典”“创意与生活”“文史与新知”五大版块，以线上活动为主，线下活动为辅。重点项目包括：《我们的丝路》图片展、“在英国重新发现中国”系列讲座、“美食云课堂”、“云游贵州”、“中国旅游知识早知道”、“中国最美四季”征集、《二十四节气》系列短视频、“技艺中国”影像展、《熊出没：重返地球》英国上映、《我们的中国故事》系列短片、“怀存的世界——绽放”艺术展等。（人民网）
0,0,1,2022-5-10 16:08,【#上海洋山港近期集装箱吞吐量保持稳定#】9日，记者从中国（上海）自由贸易试验区临港新片区管委会获悉，尽管受到疫情影响，但上海洋山港运营保持相对稳定。3月、4月日均集装箱吞吐量分别为6.6万标准箱、5.9万标准箱，为一季度平均值的90%和85%。洋山港是上海国际航运中心的重要组成部分。上海自贸区临港新片区管委会特殊综合保税区处副处长林益松说，目前洋山港码头整体运营平稳，4月下旬开始，随着复工复产企业数量逐渐增多，5月份洋山港集装箱吞吐量有望进一步恢复。（新华社）
0,0,1,2022-5-10 16:04,【#国际资管机构为中国经济投下信任票#】近期，多家国际资管机构积极在上海申请参与合格境外有限合伙人（QFLP）和合格境内有限合伙人（QDLP）试点。看好中国、布局中国、加码中国……这些国际资管从业者纷纷为中国经济投下信任票。记者从上海市地方金融监管局获悉，近期先后有汉领资本、建银国际、鼎晖投资、集富亚洲（二期）四家机构申请参与QFLP试点；贝莱德基金、安中投资两家机构申请参与QDLP试点。目前6家资管机构试点资质均已获批。（新华社）
3,0,2,2022-5-10 15:04,【国际时评丨中国抗疫成效彰显中国制度力量】 近期，有些西方媒体戴着“有色眼镜”，对中国抗疫政策说三道四，质疑中国共产党和政府领导下的抗疫成效。然而，事实是对这些谬论最好的驳斥。新冠肺炎疫情发生以来，中国坚持人民至上、生命至上，坚持外防输入、内防反弹，坚持动态清零，因时因势不断调整防控措施，疫情防控取得重大战略成果。中国防控疫情实践充分证明，中国的防控政策经得起历史检验、科学有效，中国抗疫成效充分彰显出中国制度优势和强大力量。（新华社）
2,0,1,2022-5-10 14:49,【携手向未来：#构建人类命运共同体的中国实践#】黄蓝两条丝带交相辉映，在一座宝塔的剪影中交汇，又向外延伸围成地球形状。这是“一带一路”国际合作高峰论坛的会徽。金黄色象征丝绸之路经济带，蓝色代表海上丝绸之路，黄蓝丝带相扣代表共商共建共享的论坛主题，球状则寓意合作共赢、全球一体化，昭示和衷共济的人类命运共同体。（新华社）
5,0,3,2022-5-9 17:39,"【“一带一路”新实践惠及世界】“一带一路”成果正在逐步显现。当下新一轮科技革命和产业变革迅猛发展,世界正处在一个从工业时代向信息时代加速转型的大变革时代。中国倡导的“一带一路”建设，无论是对传统工业的改造，还是建设新的基础设施，都为其注入了高新技术、绿色发展的时代基因，让这些项目从一开始就站在科技前沿的高起点上。“一带一路”拥抱未来的新实践，也必将惠及世界。（经济参考报）"
2,0,4,2022-5-9 16:25,【习近平时间｜大国经济：发展红利邀世界共享】一份中国经济成绩单，也是一张世界经济晴雨表。作为世界第二大经济体、第一大货物贸易国、第一大外资吸收国，中国经济的行进疾缓牵动世界。今年第一季度，中国进出口同比增长10.7%，对“一带一路”沿线国家、区域全面经济伙伴关系协定（RCEP）贸易伙伴进出口分别增长16.7%、6.9%。中国不断深化的对外开放，让世界更好地分享到中国发展的红利。不拒众流，方为江海。习近平总书记强调，“中国将秉持开放、合作、团结、共赢的信念，坚定不移全面扩大开放，将更有效率地实现内外市场联通、要素资源共享，让中国市场成为世界的市场、共享的市场、大家的市场，为国际社会注入更多正能量。”放眼未来，中国将继续从对外开放中获得发展动力，在对外开放中为世界提供更多机遇。《习近平时间》推出系列报道《大国经济》，今天播出《大国经济：发展红利邀世界共享》。（新华社）
2,0,3,2022-5-9 15:23,【智利2021-2022年樱桃出口季中国市场占比88%】总部位于智利首都圣地亚哥的鲜果出口咨询公司iQonsulting公司最新发布的2021-2022年智利樱桃国际市场年报显示，本出口季智利樱桃出口总量为35.6万吨，与上一季基本持平，其中88%的樱桃出口到中国市场。报告分析了智利樱桃出口在不同市场的价格走势，指出智利樱桃产业虽然最近二十多年来在生产和科技应用方面有了长足进步，但仍需继续提高产品质量和生产效率。（新华社）
5,0,2,2022-5-9 13:23,【中钢签署喀麦隆铁矿开采协议】中国中钢集团有限公司子公司中钢喀麦隆有限公司与喀麦隆矿业、工业和技术开发部6日在雅温得签署投资额逾7亿美元的铁矿开采协议。喀麦隆矿业、工业和技术开发部长加布里埃尔·恩多凯·多多和中钢喀麦隆有限公司总经理郑正豪签署了协议。（新华社） 
3,0,8,2022-5-9 12:06,【#中非农业合作推动减贫和农业可持续发展#】仓廪实，天下安。消除饥饿、实现粮食安全、改善营养状况和促进可持续农业，是联合国2030年可持续发展议程的重要目标。多年来，中国通过向非洲国家派遣农业技术专家组，在当地创立农业技术示范中心，不断提高非洲国家的粮食自主生产能力和农业技术水平，帮助非洲人民吃饱饭、吃好饭，为保障全球粮食安全、推动减贫和农业可持续发展贡献着中国智慧和中国方案。（人民日报）
3,0,3,2022-5-9 11:09,【江苏扬州：推动优势资源走出去 70个“一带一路”项目出炉】近日，扬州市推进“一带一路”建设工作领导小组办公室印发了《2022年度扬州市“一带一路”项目计划》，包含国际产能合作、能源资源合作、社会人文交流等领域项目70个，项目数比去年增加14个。据悉，70个项目中含在建（包括2022年建成投产）项目49个、筹建项目21个，分布在亚洲、非洲、美洲、欧洲等32个国家（地区），涵盖机械装备、建筑建材、纺织轻工、新能源等领域，其中有19个项目位于RCEP成员国。（扬州网）
4,0,2,2022-5-8 18:29,【#两名中国维和警察获联合国维和勋章#】联合国秘书长特别代表、联合国驻塞浦路斯维和部队（联塞部队）负责人斯图尔特5日在塞首都尼科西亚的缓冲区向包括2名中国维和警察在内的20名维和警察授予联合国维和勋章。斯图尔特在授勋仪式上赞扬联塞部队维和警察以勤奋、团结和人道主义成功履行了使命，并表示他们的工作对维护塞浦路斯和平与稳定至关重要。联塞部队维和警察负责人莎图·科伊武在现场接受新华社采访时，赞扬联塞部队中国维和警察的专业素养、对工作的投入以及团队精神。“维和需要团队协作，中国警官不仅做好他们的日常工作，还向同事提供强有力的支持，我感到非常满意。”获得勋章的中国维和警察申远对新华社记者说，中国维和警察用实际行动为维护世界和平作出了贡献。另一名获得勋章的中国维和女警察金陶陶说：“祖国和家人给了我勇气和动力，让我在困境中坚守，不断践行中国维和警察的使命。”联塞部队1964年成立，当时的使命是防止塞浦路斯希腊族和土耳其族之间再度爆发冲突。1974年以后，联塞部队的使命范围有所扩大，目前承担着监督停火、维护缓冲区和进行人道主义救援等职责。（新华社）
3,0,2,2022-5-8 17:28,【#中国援助项目改善津巴布韦妇产健康服务 174万人受益#】6日，中国驻津巴布韦大使馆与联合国儿童基金会驻津巴布韦办事处在此间完成“产妇、新生儿和儿童健康服务”项目结项证书换签工作。通过实施这一为期两年的项目，津巴布韦农村地区孕产妇和新生儿健康服务水平显著提升，共有174万人从中受益。（新华社）
9,0,2,2022-5-8 16:28,【满载甜蜜！#装载整列食糖的中欧班列发车#】5月7日，一列满载着100个标准集装箱柜的食糖专列从广东湛江遂溪火车站发车。这是国内首次发出整列满载食糖的出口专列，运输总量2600吨，货值约180万美元。据了解，该专列将经过广西南宁，通过中欧班列直达哈萨克斯坦首都阿拉木图，运输时间约15天。（新华社）
6,0,5,2022-5-8 13:28,【全球首批一体化建造LNG核心工艺模块顺利交付】5月7日，海洋石油工程股份有限公司（简称：海油工程）承建的加拿大LNG（液化天然气）项目2个核心工艺模块在山东青岛顺利交付。海油工程攻克了核心工艺模块与管廊模块联合设计建造技术难题，自主实施国内首次LNG核心工艺模块脱脂作业，填补国内LNG模块自主脱脂技术空白。（新华社）
2,0,3,2022-5-8 12:18,【疫情终将退散，信心未曾远离——外商对华投资观察】外资，是观察一国经济发展活力和潜力的窗口。今年一季度，中国吸收外资继续保持两位数增长。越来越多外资企业正在摆脱疫情影响，看好在华投资前景，多数企业仍坚持选择深耕。（新华社） 中国一带一路网的微博视频 
3,0,2,2022-5-8 8:03,【上合示范区海外“交友”跑出“加速度”】全球疫情延宕反复，“面对面”对外交往被按下“暂停键”。但在上合示范区，对外交往不但没有停止，反而呈现出活跃之势。4月29日下午，上合示范区分别与乌兹别克斯坦“吉扎克”自由经济区、俄罗斯莫格里诺特别经济区签署合作备忘录。这是继4月28日下午其与白俄罗斯维捷布斯克自由经济区签署经贸合作备忘录之后的两度再“扩容”，间隔不到24小时，跑出上合示范区海外“交友”加速度！（青岛日报）
1,0,2,2022-5-7 17:58,【西安经开功能区：#五载扬帆开放路#，#创新引领再出发#】2017年4月1日，中国（陕西）自由贸易试验区挂牌运行，这也意味着西安经开功能区正式诞生。作为国家级经开区，已发展十余载的西安经开区肩负历史使命整装出发。五年来，西安经开功能区阶段性完成了108项改革试点任务，获得国家级创新成果5项、省级创新成果30余项；实现规上工业总产值598.6亿元，服务业营业收入22.16亿元，外贸进出口总额284.4亿元。以先进制造业为代表的经开功能区坚持以制度创新为核心，在提升投资贸易便利化水平、推动金融领域开放创新、促进“一带一路”经济合作和人文交流、推进区域协同发展等方面贡献了许多创新案例，形成了特色鲜明的“经开样本”。（国际商报）
1,0,7,2022-5-7 15:00,【特色服务出口基地“特”在哪里】开年以来，中国服务贸易的表现备受关注。商务部公布数据显示，今年1—2月，中国服务贸易继续保持较好增长态势。其中服务出口4675.8亿元，增长39.4%，服务贸易逆差下降57.6%至183.1亿元，同比减少249.1亿元。火车跑得快，全靠车头带。服务贸易日益成为稳定经济预期的新支撑，这离不开服务贸易产业龙头的带动。前不久，商务部等7部门评审认定了40家专业类特色服务出口基地。至此，中国特色服务出口基地已覆盖文化、中医药、数字服务、人力资源、地理信息、知识产权和语言服务等7个领域，总数达112家。其中既有各类行政区、功能区等平台载体，又包括企业、高校、科研院所等多种市场主体。这些特色服务出口基地“特”在哪里？如何带动服务贸易增长？（人民日报海外版）
2,0,6,2022-5-7 14:28,【数字经济合作 为共建“一带一路”增添动力】近年来，以电子商务、移动支付等为代表的数字经济合作成为高质量共建“一带一路”的新领域。中国企业在数字经济领域拥有丰富经验，与“一带一路”沿线相关国家和地区加强合作，顺应了当地的发展需求，有助于推动经济复苏，具有广阔的发展前景。（人民日报）
1,0,2,2022-5-7 13:23,【全球连线｜#中国古代硬币在维也纳艺术史博物馆展出#】近日，一场名为“80枚硬币环游世界”的硬币展览在维也纳艺术史博物馆开展，其中展出了部分中国的古代钱币。本次展览以中国的玄奘法师以及马可·波罗、莫扎特等历史人物的游历为线索，通过展现这些游历路线上的历史钱币，向观众介绍各地的历史人文风貌。展览将持续到2023年4月23日。（新华社）
4,0,1,2022-5-7 12:18,【中方向马达加斯加捐赠中文图书创立“中国书屋”】5日，马达加斯加“小鸟窝”学校的“中国书屋”正式揭牌，中方向该校捐赠的近3000册中文、中法双语图书也正式与学生们见面。在当天的揭牌仪式上，中国驻马达加斯加大使郭晓梅说，中方向“中国书屋”捐赠的图书内容丰富，包含中国古典四大名著的儿童读本，介绍中国传统文化习俗如中国十二生肖的书籍，以及中文注音版的中外儿童文学等。（新华社）
2,0,2,2022-5-7 12:14,【习近平时间|大国经济：#营商环境越来越好#】外资、外贸，中国经济去年表现亮眼的两个指标，今年一季度仍有不错表现，双双以两位数增长实现“开局稳”。但多重压力下，中国能否吸引更多外资企业在中国留得住、扎下根，让更多优质产品“走出去”，延续外资外贸高增长呢？中国在全球经济低迷的背景下，为外商投资提供了热土，为世界提供了品类丰富、品质优良的商品，有力支撑全球经济复苏。正如习近平主席在博鳌亚洲论坛2022年年会开幕式上所强调的，中国经济韧性强、潜力足、回旋余地广、长期向好的基本面不会改变，将为世界经济企稳复苏提供强大动能，为各国提供更广阔的市场机会。《习近平时间》推出系列报道《大国经济》，今天播出《大国经济：营商环境越来越好》。（新华社）
4,0,3,2022-5-6 16:01,【#今年合肥中欧班列已发运315列# 同比增长101.9%】记者5日从合肥国际陆港获悉，截至5月4日，今年合肥中欧班列已发运315列，同比增长101.9%，在疫情防控和国内外地区冲突等不稳定局势的双重压力下，合肥中欧班列发挥了重要的运输保障作用，跑出了“加速度”。据了解，今年以来，地区冲突、国内外疫情等对中欧班列发展产生诸多影响。合肥国际陆港积极应对、危中寻机，推动中欧班列保持稳健发展势头。今年“五一”期间，为了保障班列正常运行，合肥国际陆港秉承“放假不放下，服务不打烊”的原则，坚守岗位，确保班列安全、准点开行。（中国新闻网）
1,0,3,2022-5-6 14:01,【中欧班列（武汉）成为国际邮件疏运新通道】在武汉海关监管下，339袋共计6.8吨的国际邮件4日搭乘中欧班列从中铁联集武汉中心站顺利发出，运往欧洲及“一带一路”沿线各国，主要涉及日用品、防疫物资、跨境电商出口商品等。作为“钢铁驼队”的中欧班列目前已成为国际邮件疏运的新通道，开始扮演“邮差”角色，为促进国际物流畅通、维护供应链稳定发挥着重要作用。（中国新闻网）
1,0,3,2022-5-6 13:00,【#西部陆海新通道再添新成员# #重庆跨境公路班车南川首发#】4月29日，重庆跨境公路班车在南川首发，三辆满载塑料颗粒的货车从南川商贸物流园区出发，经广西凭祥口岸，两天后将到达1400公里外的越南，供当地企业加工成生活用品。这也意味着南川正式成为重庆融入西部陆海新通道跨境公路班车的区县之一。（重庆日报）
2,0,3,2022-5-6 11:31,【#研究显示一季度德国纯电动车在华市占率翻番#】德国媒体日前报道，今年第一季度，中国市场为全球纯电动车销量作出主要贡献，德国纯电动车在中国市场的占有率同比翻了一番。德国之声网站日前援引普华永道会计师事务所德国公司的研究报告说，今年第一季度，全球纯电动车销量同比增长107%，“这（增长）主要归因于中国”。当季，中国市场售出纯电动车占全球电动车销量的三分之二。报告还显示，德国车企在中国纯电动车市场份额增至4%，比去年同期翻了一番。据德媒报道，德国汽车制造商在中国市场纯电动车领域成绩显著，比如，宝马一季度在华纯电动车销量为去年同期的三倍。（新华社）
6,0,3,2022-5-6 10:49,【通讯：“千丘之国”里的“生命泉”——#记中国援助为卢旺达百姓解决用水难#】近日，记者驱车来到这个经常干旱的偏僻乡村。绕过一座座山丘，被蓝色围栏环绕的一面太阳能板映入眼帘。这是中国援助卢旺达200口井项目中的一座太阳能井。中国地质工程集团有限公司（中地公司）中东部非洲分公司承建的中国援助卢旺达200口井项目经理陈金珂告诉记者，所有手压井和太阳能井都安装了氯化系统，以保持水的清洁，随时可以饮用。（新华社）
3,0,3,2022-5-5 16:55,【通讯：#在中老铁路上像占芭花一样盛放的中国90后#】 马竞来自云南曲靖，是中国铁路昆明局集团公司派至老中铁路有限公司万象运营管理中心的业务干部，主要负责货运业务管理工作。据负责中老铁路老挝段运营的老中铁路有限公司介绍，去年12月中老铁路开通以来，马竞带领“90后”货运管理团队努力探索出了一条适合中老铁路老挝段货运工作的新路子，有力保障了中老铁路货运工作的良好开局。（新华社）
2,0,4,2022-5-5 15:48,【全球连线 | #青年用行动改变世界#】百年风云变幻，青年始终是改变国家、民族乃至世界最积极蓬勃的力量。今日青年，生活在飞速发展的时代，见证百年未有之大变局，既享受技术变革的成果，也直面社会发展的难题。无论乡村还是城市，全球各个角落，总有一群胸怀社会、着眼未来的青年，分享知识技能，散播向上、向美、向善的理念，敢于梦想、敏而实践，用行动一点一滴地改变世界。（新华社）
7,0,6,2022-5-5 13:46,【全球连线｜青春在“一带一路”上绽放 ——#致中东发展的贡献者#】从惠风和畅的地中海沿岸国家以色列，到新月沃土的两河流域名城巴格达，中国劳动者的身影活跃在一座座桥梁和变电站的工地上。五四青年节到来之际，中国建设者们一如既往在这片大地挥洒汗水，在疫情反复肆虐中坚守驻地，一步一个脚印用实际行动描绘“中东发展的贡献者”，践行人类命运共同体的理念。由蜀道集团下属四川路桥参与建设的世界主跨最大桥梁土耳其1915恰纳卡莱大桥3月18日举行通车仪式。工程师夏振晗是项目上的青年骨干之一，已连续五年在海外过年。现场经理陈俊峰，常常前一天工作到半夜，为节约上下班爬“猫道”的时间，直接选择睡在“猫道”上。特拉维夫轻轨项目是以色列建国以来最大的政府特许基础设施建设项目，由中国电力建设集团有限公司（中国电建）承建地上工程的最大标段。华事德电厂项目属于战后伊拉克第一批重建项目，是“一带一路”建设蓬勃发展的缩影。埃及苏伊士省的埃克萨迪亚500千伏变电站项目，是埃及国家电网主干网络重要组成部分。中国西电集团所属西安西电国际工程有限责任公司埃及分公司项目部经理张鹏博负责该项目的管理工作。（新华社）
7,0,3,2022-5-5 11:46,【中国蔬菜之乡的“新气质”】30多年砥砺奋进，中国蔬菜之乡山东寿光市从“一棵菜”发力，成为“买全国、卖全国”的蔬菜集散地；如今，寿光以蔬菜为龙头的农业动能持续增强，迈出乡村振兴新步伐，并向着城乡均衡发展、共同富裕的目标不断前进，绽放时代新气质。（新华社） 中国一带一路网的微博视频 
3,0,5,2022-5-5 10:33,【全球连线｜#中国盾构机龙头企业海外市场逆势前行#】今年以来，随着出口葡萄牙、奥地利、意大利、卡塔尔等隧道掘进机的陆续下线，作为盾构机领域的龙头企业，中铁装备积极应对全球疫情影响和国际市场竞争压力，在海外市场持续发力，“出海”成绩亮眼。一季度，中铁装备完成新签海外订单4400多万美元，同比增长209.11%，海外市场新签订单和经营业绩逆势上扬，实现了“开门红”。（新华社）
3,0,3,2022-5-5 10:32,【全球连线丨这个“一带一路”海外重点项目，有支中国“青年突击队”】在中国交通建设集团有限公司（中国交建）马来西亚东海岸铁路项目云顶隧道施工现场，中国出口海外直径最大的敞开式硬岩隧道掘进机（TBM）“云顶一号”近日整机联调联试完毕，即将正式开始盾构施工。一支中国“青年突击队”正为“云顶一号”的运转，厉兵秣马。（新华社）
4,0,6,2022-5-4 16:28,【迎接“一带一路”援建者回国——9艘中国援外工程船舶在江苏常熟“下船”】 4月26日，9位特殊援外“建设者”——参与“一带一路”重要项目孟加拉国帕德玛大桥建设的9艘中国工程船舶，在江苏常熟与半潜船进行卸载分离。这9艘工程船舶包括起重船、打桩船、拖轮等，因为吃水较浅、不具备海区航行条件，于是搭乘半潜船“新耀华”轮越洋回国。（新华社）
6,0,5,2022-5-4 16:27,【#中企项目让更多博茨瓦纳人喝上自来水#】在位于博茨瓦纳首都哈博罗内北部约200公里的马哈拉佩，由中国建筑博茨瓦纳有限公司设计、施工的当地自来水厂升级改造项目于近日正式移交给博茨瓦纳自来水公司。据了解，马哈拉佩有居民约11万人，每天生活用水需要20兆升，原有的旧水厂最多只能处理16兆升，用水困难一直困扰着当地居民。而升级改造项目主要是新建一组处理能力为每天18兆升的水处理设备。项目完成后，加上原有处理能力，整个水厂供水能力大大超过需求量。（新华社）
16,1,10,2022-5-4 15:27,【#中老铁路开通5个月国际货运总值破50亿元#】自2021年12月3日至今，中老铁路开通运营5个月以来，昆明海关已累计监管验放中老铁路国际货物列车441对882列，总货运量达46.15万吨、货值达50.43亿元，其中出口15.26万吨、37.33亿元，进口30.89万吨、13.1亿元。中老铁路国际货运快速发展，进出口货物已涵盖农产品、机电产品、矿产品等18个品类七百余种，运输网已覆盖老挝、泰国、新加坡等10余个共建“一带一路”沿线国家。（新华社）
7,0,2,2022-5-4 13:25,【疫情下，海外中国青年这样奋斗！】在“一带一路”倡议下，越来越多的中国青年奔赴海外，他们不怕艰辛、勇敢前行；他们专注工作、担当作为；他们也心怀梦想、执着热爱，用朝气蓬勃的精神面貌诠释着青春。（新华社） 中国一带一路网的微博视频 
5,0,4,2022-5-4 12:24,【一季度，全国使用外资同比实现两位数增长——中国吸引外资磁力不减】同比增长25.6%——商务部近日发布的数据显示，一季度，全国实际使用外资金额3798.7亿元，实现“开门稳”。在去年中国引资规模创历史新高的高基数上，叠加近期国内多地散发疫情影响，这样的成绩来之不易，再次印证外商对投资中国有信心。多位外资企业负责人表示，中国经济良好的基本面和丰富的政策工具箱，给了企业继续深耕中国市场、加大业务布局力度的底气。展望未来，中国仍是全球投资者的主要“避风港”。（人民日报海外版）
7,0,3,2022-5-4 12:16,【全球连线丨肯尼亚贫民窟里的中国“造梦”青年】马萨雷社区位于肯尼亚首都内罗毕，是肯尼亚第二大贫民窟。“贫穷”“脏乱”“犯罪率高”是外界给这里贴上的标签。27岁的中国青年刘宜孟翰在马萨雷从事公益活动已有8年。这些年来，在他和小伙伴们的努力下，当地三所学校得到修缮，入学率逐年提高，穷苦家庭的孩子可以吃上视频免费早餐和午餐。（新华社）
3,0,2,2022-5-3 18:09,【习近平时间｜#为应对全球挑战提供中国方案#】4月21日，中国国家主席习近平在博鳌亚洲论坛2022年年会开幕式上发表主旨演讲，提出全球安全倡议，强调人类是休戚与共的命运共同体。从共建“一带一路”倡议，到全球发展倡议、全球安全倡议，习近平主席提出的一系列中国倡议，成为中方向世界提供的重要国际公共产品。作为负责任大国，中国始终是维护和平稳定、促进团结合作的中流砥柱。从坚持推动以政治方式解决地区热点问题，到积极参加国际维和行动，从全力驰援多国抗疫到积极参与应对气候变化，从秉持正确义利观、坚持亲诚惠容理念到弘扬全人类共同价值、推动构建人类命运共同体……中国为重振全球发展事业、维护世界和平与安宁贡献智慧和力量。（新华社）
3,0,3,2022-5-3 16:06,【全球连线｜划重点！这次会议释放稳定中国经济积极信号】在4月的最后一个交易日，中共中央政治局召开重要会议，针对当前中国经济形势和经济工作，做出一系列重要决策和部署。消息一出，近期不断走低的中国股市全面反弹。这次会议释放出一系列重要信号，将为稳定中国经济起到积极作用。以下6个关键词值得关注。（新华社）
1,0,1,2022-5-3 15:05,【全球连线｜中国经济如何“稳”？】当前，经济发展面临诸多复杂因素，发展态势备受关注。4月29日，中央政治局会议对当前经济形势作出全面研判：新冠肺炎疫情和乌克兰危机导致风险挑战增多，我国经济发展环境的复杂性、严峻性、不确定性上升，稳增长、稳就业、稳物价面临新的挑战。做好经济工作、切实保障和改善民生至关重要。中国经济如何“稳”？本期节目专访中国政策科学研究会经济政策委员会副主任徐洪才，为您详细解读。（新华社）
3,0,4,2022-5-3 11:18,【#中国和东盟经贸合作# 稳步前行！】4月29日，首趟“柳州—同登”中越跨境班列开行，这是中越跨境班列继广西南宁、凭祥两市常态化开行后，新增的又一始发城市，也是中国和东盟经贸合作的新例证。作为中国与东盟深度合作的典范，印尼和东南亚第一条高速铁路——雅万高铁项目建成后，将有力带动沿线地区打造“雅万高铁经济带”，促进印尼经济社会发展。（新华社）
6,0,3,2022-5-3 10:49,【全球连线｜#印度汽车设计师眼中的中国智能巴士#】今年32岁的苏珊·苏曼斯，曾是印度塔塔汽车公司的一名汽车外观设计师。2019年，苏珊了解到中国智能汽车产业的发展及5G技术的应用，便选择来到中国工作。无人驾驶、自动避障、语音控制……作为汽车设计师，苏珊在日常工作中就能体验中国制造的智能巴士，也十分看好中国汽车产业的未来发展，希望自己的设计事业能在中国插上“5G”的翅膀。（新华社）
4,0,2,2022-5-2 15:34,【全球连线 | “多谢中国建设者” 引得清水入万家】五年多前，一批中国建设者一头扎进斯里兰卡首都科伦坡几十公里外的山区，辛勤耕耘；如今，承载当地村民期盼的阿塔纳水厂已初具规模，让当地民众喝上甘甜放心水的愿望，一天天地接近实现。 中国一带一路网的微博视频 
3,0,4,2022-5-1 19:00,【江苏扬州：推动优势资源走出去 70个“一带一路”项目出炉】近日，扬州市推进“一带一路”建设工作领导小组办公室印发了《2022年度扬州市“一带一路”项目计划》，包含国际产能合作、能源资源合作、社会人文交流等领域项目70个，项目数比去年增加14个。据悉，70个项目中含在建（包括2022年建成投产）项目49个、筹建项目21个，分布在亚洲、非洲、美洲、欧洲等32个国家（地区）
1,0,2,2022-5-1 18:04,【全球连线|（时光中国）
